17 Marzo,2/10|Panna Liquida|Alcune Gocce|Liquore Allo Zabaglione|2/10|Vanil Zucca|3/10|Illycaffè Espresso|3/10|China Martini
Antipasto Di Sarde Aromatizzate All'arancio,7|Sarde|1|Arancia|1|Limone||Sale||Pepe||Olio D'oliva Extra-vergine||Farina
"Antipasto Di Sedano, Noci E Formaggio",2|Sedani Bianchi Tenerissimi|250 G|Noci|400 G|Formaggio Fontina|100 G|Formaggio Gorgonzola Dolce Molto Cremoso|10 Cucchiai|Latte||Olio D'oliva||Sale||Pepe|24 Fette|Pancarré
Antipasto Di Storione E Salmone,120 G|Fettine Di Storione Affumicato O Bollito|120 G|Fettine Sottili Di Salmone Affumicato|4 Cucchiai|Olio D'oliva|1 Cucchiaio|Aceto Di Vino||Pancarré Grigliato||Pepe
Antipasto Di Uova,|Uova||Senape||Capperi||Pancarré||Burro||Insalata Soncino
Antipasto Di Verdure,1|Insalata Lattuga|200 G|Tonno|4|Uova|3|Patate|12|Cetriolini Sott'aceto|3|Carote||Prezzemolo||Olio D'oliva||Sale||Aceto Di Vino
Antipasto Di Verdure (2),500 G|Zucchine|1|Cipolla Piccola Finemente Tritata|2 Rametti|Timo|2 Cucchiai|Farina|1 Rametto|Dragoncello|1 Bicchiere|Olio D'oliva|3 Cucchiai|Aceto Di Vino Bianco|1|Uovo Sodo Tritato|1/2 Cucchiaino|Senape Di Digione|1 Pizzico|Peperoncino In Polvere|Abbondante|Olio Per Friggere||Pepe||Sale
Antipasto Dolce Forte,12|Prugne Secche|100 G|Pancetta Tagliata Sottile Preferibilmente Magra
Antipasto Estivo,250 G|Fagiolini||Sale|250 G|Patate Piccole|4|Uova|200 G|Tonno Sott'olio|80 G|Olive Nere|2|Pomodori Da Insalata|80 G|Filetti D'acciughe|1 Cucchiaio|Senape|1/2 Bicchiere|Olio D'oliva|1/2|Limone (succo)||Sale||Pepe
Antipasto Estivo (2),2|Pomodori Da Insalata|200 G|Tonno In Scatola|1|Mozzarella|2|Peperoni Rossi||Basilico||Olio D'oliva||Sale||Pepe
Antipasto Freddo,1|Melanzana Grande|1 Manciata|Prezzemolo Tritato|2 Spicchi|Aglio Pestato|3 Cucchiai|Pane Pesto|1/2|Limone (succo)|1/4 Bicchiere|Olio D'oliva|2 Cucchiai|Maionese||Sale||Pepe
Antipasto Giallo,5|Uova Sode|150 G|Tonno|1 Cucchiaio|Pasta D'acciughe|100 G|Maionese||Olio D'oliva
Antipasto Hawaiano,2|Pompelmi|100 G|Riso||Olive Farcite|1|Peperone Rosso|1|Limone||Erba Cipollina||Curry||Olio D'oliva||Sale
Antipasto Hawaiano (2),2|Pompelmi Rosa|75 G|Riso||Olive Farcite|1|Peperone Rosso Sott'aceto|1|Limone||Olio D'oliva|1 Cucchiaino|Curry In Polvere
Antipasto Italiano,100 G|Prosciutto Cotto|100 G|Prosciutto Crudo|100 G|Coppa|100 G|Salame||Per Guarnire:||Sottaceti|Alcuni Riccioli|Burro
Antipasto Lugano,1 Scatola|Mais|2 Cucchiai|Cipolline Piccole Da Cocktail Scolate|3 Cucchiai|Funghi Champignon Piccoli Sott'olio|2 Cucchiai|Peperone Sott'aceto Tagliato A Dadolini
Antipasto Magro,2|Patate Intere|4|Carciofi Piccoli|Poco|Limone|2|Insalate Belghe (indivie)||Formaggio Philadelphia|3 Cucchiai|Panna Fresca|1 Cucchiaino|Paprica||Aglio||Prezzemolo
Antipasto Mare E Monti,200 G|Riso|200 G|Polpa Di Granchio|2|Zucchine Fresche|2|Porri|1 Costa|Sedano|100 G|Maionese||Olio D'oliva|1 Cucchiaio|Aceto Di Vino Bianco|1 Tubetto|Maionese|100 G|Yogurth|1/2 Cucchiaio|Capperi Sott'aceto||Sale||Pepe
Antipasto Margherita,4|Pizze Margherite|1 Pugno|Capperi Sotto Sale|Alcune|Acciughe Sott'olio|2|Wurstel Di Maiale|Alcuni|Funghetti Sott'olio
Antipasto Milleluci,2 Scatole|Gelatina Istantanea|200 G|Lingua|200 G|Pollo Lessato|1|Peperone Giallo Sott'aceto|1|Peperone Rosso Sott'aceto|1|Peperone Verde Sott'aceto|Alcuni|Cetriolini|Alcuni|Carciofini|150 G|Formaggio Fontina|1 Manciatina|Capperi
Antipasto Prataiolo,4|Uova|2|Pomodori Piccoli|10 Foglie|Insalata Lattuga|4 Cucchiai|Maionese||Sale|10|Funghi Sott'olio
Antipasto Primavera,4|Pomodori Di Media Maturazione|3|Uova Sode|1|Scatola Di Salmone Da 150 G|1 Tazza|Maionese|1|Limone (succo)||Pepe In Grani||Sale||Filetti D'acciughe||Capperi
Antipasto Rustico,4|Panini Raffermi|50 Cl|Succo Di Pomodoro|200 G|Tonno Sott'olio|100 G|Lardo Tagliato A Fettine Sottili|1|Cipolla||Olio D'oliva Extra-vergine||Aceto Di Vino||Sale||Pepe
Antipasto Speedy,200 G|Tonno Sott'olio|6 Fette|Pancarré|4|Acciughe Sott'olio|200 G|Mascarpone|12|Capperi||Succo Di Limone||Sale
Anton Black,1/3|Caffè Lavazza Zuccherato|1/3|Amaretto Di Saronno|1/3|Cognac Martell V. S. O. P.|1 Pallina|Gelato Alla Vaniglia
Antony,1/3|Caffè Lavazza Club|1/3|Rum Havana Club Chiaro|1/3|Crema Di Latte|Alcune Gocce|Vanilzucca
Anua,5 Cucchiaini|Kirsch|1 Cucchiaio|Cedrata|1/2|Limone (succo)|1/2 Bottiglietta|Gassosa Schweppes||Per Decorare:|1 Fettina|Limone|2|Ciliegine Al Maraschino
Anua Daisy,5 Cucchiai|Kirsch|1 Cucchiaio|Cedrata|1 Cucchiaino|Zucchero|1/2|Limone (succo)|5 Cubetti|Ghiaccio|1 Spruzzo|Soda Water|1|Ciliegina Al Maraschino
Anuska,5 Cucchiai|Vodka Keglevich|1 Cucchiaio|Granatina|1/2|Limone (succo)||Russchian Schweppes||Per Decorare:|1|Ciliegina|1 Fettina|Limone
Anuska (2),5 Cucchiai|Vodka Keglevich|1 Cucchiaio|Granatina|1/2|Lime (succo)||Russchian Schweppes||Per Decorare:|1|Ciliegina|1 Fettina|Limone
Anuska Daisy,5 Cucchiai|Vodka|1 Cucchiaino|Granatina|1 Cucchiaino|Zucchero|1/2|Limone (succo)|4 Cubetti|Ghiaccio|1 Spruzzo|Soda Water|1 Fettina|Limone
Anyell Amb Fenoll Bord,1500 G|Agnello|250 G|Finocchietti Selvatici|10 Cl|Olio D'oliva Extra-vergine||Farina 00|1/2|Cipolla|1|Peperoncino|2 Spicchi|Aglio||Prezzemolo|1 Presa|Timo||Vino Bianco Secco
Aperdry,4/6|Vermouth Rosso|1/6|Bitter Amaro|1/6|Vodka|1 Cucchiaio|Succo Di Limone||Per Servire:|1|Scorza Di Limone|1|Scorza D'arancia
Aperitivo Al Fico D'india,|Vino Spumante Semisecco|Alcuni Pezzetti|Fico D'india
Aperitivo Al Mandarino,|Vino Spumante Secco||Succo Di Mandarino
Aperitivo Al Pomodoro,4 Bottigliette|Succo Di Pomodoro|1/2|Limone|1/2|Arancia|Alcune Gocce|Tabasco|Alcune Gocce|Salsa Worcester|4 Foglie|Crescione||Sale||Pepe Macinato Al Momento
Aperitivo Al Ribes,2/3|Vino Bianco|1/3|Vino Spumante Secco|1 Cucchiaio|Crema De Cassis (sciroppo Di Ribes Nero)
Aperitivo All'ananas,4 Fette|Ananas Fresco Maturo|2 Cucchiai|Zucchero|1 Bicchiere|Vino Bianco Secco|1 Bicchierino|Maraschino|1 Bottiglia|Spumante
Aperitivo Alla Melagrana,|Vino Spumante Semisecco|Alcuni Chicchi|Melagrana|1/2 Cucchiaino|Sciroppo Di Melagrana (granatina)
Aperitivo Di Marcello,1/3|Vermouth Dry|2/3|Sherry|1 Spruzzatina|Bitter All'arancia||Per Servire:|1|Oliva Farcita|3 Cubetti|Ghiaccio
Aperto,1/3|Vermouth|2/3|Whisky|1 Cucchiaio|Sciroppo Di Lampone||Per Servire:|1 Cubetto|Ananas
Apfelpfannkuchen,800 G|Mele Non Troppo Mature|60 G|Burro|60 G|Zucchero Semolato||Cannella In Polvere||Per Le Crespelle:|300 G|Latte|80 G|Farina Bianca|80 G|Burro|20 G|Zucchero A Velo|15 G|Zucchero Semolato|4|Uova|1/2|Limone (scorza Grattugiata)||Sale
Apfelstrudel,1 Confezione|Pasta Sfoglia Surgelata|1000 G|Mele Renette|50 G|Pinoli|100 G|Mandorle Pulite||Uvetta Sultanina|1|Tuorlo D'uovo|30 G|Zucchero|1/2 Bicchierino|Brandy|1|Limone (buccia Grattugiata)
Apfelstrudel (2),|Per La Pasta Sfoglia:|250 G|Farina|1|Uovo|1 Pizzico|Sale|2 Cucchiai|Olio D'oliva|1/2 Bicchiere|Acqua|100 G|Burro Fuso (per Pennellare Lo Strudel)||Per Il Ripieno:|2000 G|Mele|150 G|Pangrattato|150 G|Burro|100 G|Zucchero|50 G|Uvetta Sultanina|50 G|Pinoli||Cannella||Scorza Di Limone
Apocat,1|Avocado Maturo|1 1/2 Cucchiai|Rum|2 Cucchiai|Crema Di Cocco||Latte
Appetito,1/3|Succo Di Limone|2/3|Whisky Canadese|1 Cucchiaio|Zucchero|1 Spruzzo|Angostura||Per Servire:|1|Scorzetta Di Limone
Applausi,1/3|Cognac|1/3|Gin|1/3|Whisky
Apple,1/5|Succo Di Limone|4/5|Calvados|1/2|Zucchero||Per Completare:||Soda||Per Servire:|1|Scorza Di Limone
Apple Brandy,1/4|Succo Di Limone|1/4|Sciroppo Di Lampone|2/4|Calvados||Per Servire:|1 Fettina|Limone|4 Fettine|Cetriolo
Apple Dubonnet,1/2|Calvados|1/2|Vermouth Dubonnet|1 Fettina|Limone
Apple Toddy,|Calvados|1 Fetta|Mela Cotta Al Forno|1 Spruzzo|Grand Marnier||Per Servire:|1 Pizzico|Noce Moscata|1|Scorza Di Limone
Applecar,1/3|Calvados|1/3|Cointreau|1/3|Succo Di Limone
Applecar (2),1/3|Calvados|1/3|Curacao|1/3|Succo Di Limone
Applejack,3/5|Calvados|1/5|Succo Di Limone|1/5|Succo D'arancia|1 Cucchiaino|Sciroppo Di Granatina
Applepie,8|Mele|2 Tazze|Succo Di Limone|1 Tazza|Zucchero|1 Cucchiaio|Farina|1/2 Cucchiaio|Cannella|1 Pizzico|Noce Moscata|2 Cucchiai|Burro (o Margarina)||Latte O Panna Liquida|500 G|Pasta Frolla
Appuntamento,5 Cubetti|Ghiaccio|2 Cucchiai|Punt E Mes|1 Cucchiaio|Vino Bianco Carpano|1 Cucchiaino|Apricot Brandy|1|Ciliegina Al Maraschino
Apricot Bowl,250 G|Albicocche Fresche|4 Cucchiaini|Zucchero|2 Bottiglie|Vino Bianco|4 Cl|Curacao|1 Bottiglia|Vino Spumante
Apricot Brandy,3 Cubetti|Ghiaccio|3 Cl|Apricot|3 Cl|Succo Di Limone|1 Cucchiaino|Brandy||Vino Spumante
Apricot Cocktail,4/5|Apricot Brandy|1/5|Gin|1 Cucchiaio|Succo Di Limone|1 Cucchiaio|Succo D'arancia|1 Spruzzo|Granatina||Per Servire:|1 Fettina|Albicocca|1|Scorza D'arancia|1|Scorza Di Limone
Apricot Cooler,1/3|Succo Di Limone|2/3|Apricot Brandy|2 Spruzzi|Granatina|1/2 Cucchiaio|Zucchero||Per Servire:|Alcuni Pezzetti|Frutta Di Stagione||Soda Fredda
Apricot Cooler (2),40 G|Apricot Brandy|1|Limone (succo)|2 Spruzzi|Sciroppo Di Granatina|1 Spruzzo|Angostura||Per Completare:||Ginger Ale Schweppes||Per Decorare:|Alcuni Pezzetti|Frutta Di Stagione
Apricot Cooler (3),40 G|Apricot Brandy|1|Limone (succo)|40 Gocce|Sciroppo Di Granatina|20 Gocce|Angostura||Per Completare:||Ginger Ale Schweppes||Per Decorare:|Alcuni Pezzetti|Frutta Di Stagione
Apricot Cooler (4),40 G|Apricot Brandy|1|Limone (succo)|35 Gocce|Sciroppo Di Granatina|15 Gocce|Angostura||Per Completare:||Soda||Per Decorare:|Alcuni Pezzetti|Frutta Di Stagione
Apricot Cup,1 Bottiglia|Vino Spumante Brut Ghiacciato|5 Cucchiai|Apricot Brandy|4|Mezze Albicocche Sciroppate|1|Mela
Apricot Fizz,3 Cubetti|Ghiaccio|1/2|Limone (succo)|1/2|Arancia (succo)|3 Cl|Apricot||Per Completare:||Soda
Apricot Lady,1 Cucchiaio|Succo Di Lime|1|Albume D'uovo|2/4|Rum|2/4|Apricot Brandy|1/4 Cucchiaino|Triple Sec|1 Spicchio|Arancia
Apricot Paradise,1/3|Apricot Brandy|1/3|Gin|1/3|Succo D'arancia||Per Decorare:||Scorza D'arancia
Après Midi,2/3|Vino Porto Rosso|1/3|Cognac|1 Cucchiaio|Curacao|1|Tuorlo D'uovo|1 Cucchiaio|Zucchero||Per Servire:||Caffè Macinato
Arago,1/3|Crema Di Banana|1/3|Panna|1/3|Cognac
Aragosta 'sans Souci',2|Aragoste Di Circa 600 G Ognuna||Olio D'oliva||Sale||Pepe|2|Panini Raffermi|4 Cucchiai|Aceto Di Vino|5|Filetti D'acciughe|2|Cetriolini|60 G|Capperi|1 Spicchio|Aglio|70 G|Burro|1 Manciata|Pangrattato
Aragosta Al Pernod,3|Aragoste (800 G L'una)|100 G|Panna Liquida|40 G|Burro|1|Scalogno|1 Ciuffetto|Prezzemolo|1 Cucchiaio|Pernod||Sale||Pepe||Per Il Riso Pilaf:|1/2|Cipolla|40 G|Burro|250 G|Riso|75 Cl|Brodo
Aragosta Al Vapore,1|Aragosta||Olio D'oliva||Aceto Di Vino||Olive Nere||Arance||Sale||Pepe||Finocchi
Aragosta All'acciuga,2|Aragoste Da 600 G Ognuna|200 G|Burro||Sale||Pepe|1 Mazzetto|Basilico|1 Cucchiaio|Salsa Tomato Ketchup|50 G|Filetti D'acciughe
Aragosta All'americana,1|Aragosta|40 G|Burro|1|Uovo|1 Bicchierino|Brandy|1 Tazza|Panna Da Cucina|1 Bicchierino|Vino Marsala||Timo||Prezzemolo|1|Carota||Aceto Di Vino||Sale||Pepe||Paprica||Pancarré
Aragosta All'arancia,1 Costa|Sedano|1|Carota|1|Cipolla|1 Mazzetto|Erbe Aromatiche|2 Foglie|Alloro||Sale|1 Bicchiere|Vino Bianco|1|Aragosta Di 1200 G|50 G|Burro||Pepe|Alcune Gocce|Brandy|1 Bicchiere|Panna|2|Tuorli D'uovo|3|Arance
Aragosta Alla Californiana,1|Aragosta Da 1200 G|1/2 Bicchiere|Olio D'oliva|1 Bicchierino|Brandy|1|Cipolla|2|Pomodori Maturi||Sale||Pepe|1 Bicchiere|Vino Bianco Secco|1 Cucchiaio|Prezzemolo Tritato|20 G|Burro
Aragosta Alla Catalana,|Aragosta||Sale||Cipolle Dolci Novelle||Pomodori||Ruchetta||Olio D'oliva||Aceto Di Vino
Aragosta Alla Catalana (2),2|Aragoste Di 500 G Ognuna|1|Cipolla Piccola|4|Pomodori Maturi|2|Peperoni Verdi|1 Pizzico|Zafferano|1 Cucchiaio|Prezzemolo Tritato|1 Cucchiaio|Pepe Di Caienna|1 1/2 Bicchiere|Vino Bianco|2 Cucchiai|Cognac|1 Bicchiere|Olio D'oliva||Sale||Pepe Nero
Aragosta Alla Catalana (3),2|Aragoste Di 500 G Ognuna|20 Cl|Olio D'oliva|1|Cipolla|4|Pomodori|2|Peperoni Verdi|1 Pizzico|Zafferano|1 Cucchiaiata|Prezzemolo Tritato|1 Cucchiaino|Pepe|30 Cl|Vino Bianco|2 Cucchiaiate|Cognac||Sale||Pepe
Aragosta Alla Crema Di Peperoni,2|Carote|100 G|Sedano|1 Cucchiaio|Ciboulette|1 Cucchiaio|Scalogno|4|Peperoni Rossi|1|Aragosta Di 900 G|1 Manciata|Alghe|25 G|Burro||Sale||Pepe|50 Cl|Panna Da Cucina|1 Cucchiaio|Maizena|2|Tuorli D'uovo|1/2|Limoni (succo)|2 Cucchiai|Martini Bianco
Aragosta Alla Messicana,2|Piccole Aragoste (300-400 G Ciascuna)|100 G|Cipolle|2 Spicchi|Aglio|600 G|Pomodori|3 Cucchiai|Olio D'oliva|1 Foglia|Alloro|2 Rametti|Timo|12 Cl|Vino Bianco Secco||Sale||Pepe Bianco|1|Peperoncino Piccante|1|Lime (succo)|1 Cucchiaio|Foglie Di Coriandolo Tritate
Aragosta Alla Panna,1|Carota|1|Cipolla|1 Costa|Sedano|2 Foglie|Alloro|1|Limone (succo)|1|Aragosta Di 1200 G|50 G|Burro|1/2 Bicchiere|Vino Bianco Secco||Sale||Pepe|2 Cucchiai|Farina|1/2 Bicchiere|Panna
Aragosta Alla Tour Eiffel,6 Fogli|Colla Di Pesce|100 Cl|Brodo Di Dadi|1 Bicchiere|Vino Porto|1 Bicchiere|Aceto Di Vino||Pepe In Grani||Sale|1|Aragosta Di 1200 G|1|Tartufo|Alcune Foglie|Insalata Lattuga
Aragosta Alle Due Salse,1|Aragosta Di Circa 700 G|100 G|Broccoli||Sale|10 Cl|Salsa Di Burro Bianco|1/2|Sacca Di Inchiostro Di Seppia|1|Bustina Di Zafferano|10 Cl|Salsa Di Vino Bianco||Stigmi Di Zafferano|2 Cucchiai|Panna Montata||Per Il Court-bouillon:|12 Cl|Acqua|20 Cl|Vino Bianco|2|Carote|1 Mazzetto|Prezzemolo|1 Pezzo|Finocchio|1|Cipolla|1 Pizzico|Timo||Sale||Pepe Bianco
Aragosta Alle Spezie,4|Code Di Aragosta Surgelate|80 G|Burro|1 Cucchiaino|Coriandolo|1|Limone|1/2 Cucchiaino|Zenzero|1/2 Cucchiaino|Curry||Sale||Pepe
Aragosta E Frutti Dell'adriatico Al Prosecco,|Per La Salsa:|1 Bicchiere|Panna|1 Bicchiere|Vino Spumante Prosecco|3|Tuorli D'uovo|150 G|Burro||Per La Composizione Dei Piatti:|4 Tranci|Aragosta|4|Capesante|30 G|Gamberetti Bolliti|30 G|Scampi Bolliti|500 G|Vongole||Carote Bollite||Zucchine Bollite|1|Fungo Porcino
Aragosta Imperatore,|Sale|1|Carota|1 Costa|Sedano|1|Cipolla|1 Ciuffo|Prezzemolo|1 Foglia|Alloro||Pepe|2|Aragoste Di 600 G Ognuna|1|Tartufo Nero|50 G|Burro|30 G|Farina|1 Bicchiere|Court-bouillon Dell'aragosta|1 Cucchiaino|Senape|1 Bicchierino|Brandy|70 G|Formaggio Emmenthal Grattugiato
Aragosta In Bellavista,1|Aragosta Di 1000 G||Sale||Pepe In Grani|2|Cipolle|2|Carote|1 Compressa|Gelatina|1|Pancarré||Tartufo Nero||Burro||Uova Sode||Per La Salsa Cocktail:||Maionese||Tomato Ketchup||Salsa Worcester
Aragosta In Crema Di Pomodoro,3|Aragoste Intere Lessate|3 Cucchiai|Olio D'oliva|1 Spicchio|Aglio|1|Porro|1/4 Tazza|Vino Fermo|1/2 Tazza|Vino Bianco|3|Pomodori|1/2 Cucchiaio|Sale|1 Punta|Pepe|6 Cucchiai|Passata Di Pomodoro|1 Cucchiaio|Aceto Di Vino|1/2 Tazza|Brodo Di Pesce
Aragosta In Lattuga,1|Aragosta|3|Uova|1 Bicchiere|Olio D'oliva|3|Limoni||Sale||Pepe||Acciughe||Capperi||Pomodori||Insalata Lattuga
Aragosta In Padella,1|Aragosta Viva|60 G|Burro|2|Cipolle|2|Carote||Timo||Prezzemolo||Spezie Varie|1 Bottiglia|Vino Champagne Brut||Pepe Di Caienna
Aragosta In Salsa Di Dragoncello,2|Aragoste Da 800 G Lessate|1|Cipolla|1|Carota|1 Cucchiaino|Sedano||Dragoncello|1 Bicchierino|Brandy|1 Bicchiere|Vino Bianco Secco|100 G|Burro||Senape Aromatica|1/2|Limone||Sale||Pepe
Aragosta In Tortino Con Asparagi,|Per Le Crepes:|75 G|Farina|220 G|Latte|2|Uova||Sale||Burro||Per Il Ripieno:|1 Tazza|Besciamella Piuttosto Densa|200 G|Ricotta|350 G|Punte Di Asparagi|1|Aragosta|1 Mazzetto|Aromi (timo
Aragosta Lessata,1|Aragosta Di 1200 G||Per Il Court-bouillon:|1|Carota|1 Dischetto|Limone|2|Cipolle Piccole|1 Gambo|Sedano|1 Rametto|Timo|1 Foglia|Alloro|1 Ciuffo|Prezzemolo|1/2 Bicchiere|Vino Bianco Secco|1 Cucchiaio|Aceto Di Vino Bianco||Sale||Pepe In Grani
Aragoste Al Brandy,3|Aragoste (500-600 G L'una)||Brandy|30 G|Burro
Aragoste Alla Lord Nelson,1|Aragosta Di 1000 G|100 G|Burro||Sale||Pepe|8|Ostriche|6|Filetti D'acciughe|50 G|Pangrattato||Olio D'oliva
Aragostine Alla Diavola,4|Aragoste Piccole|1|Cipolla|50 G|Burro|2 Cucchiai|Olio D'oliva||Sale||Pepe|1 Bicchiere|Brandy
Aragostine Alla Matador,4|Aragoste Piccole||Sale|1/2|Pollo Arrosto|Alcune Foglie|Insalata Lattuga|1 Tubetto|Maionese||Pepe|1 Cucchiaio|Salsa Rubra|100 G|Olive Verdi Farcite|4|Uova Sode|100 G|Carciofini Sott'olio|1|Limone A Fettine
Arance Ai Mirtilli,4|Arance|300 G|Mirtilli|4 Cucchiai|Zucchero|1 Bicchierino|Liquore Dolce|1/2 Bicchiere|Vino Bianco|25 Cl|Panna
Arance Al Forno,|Arance|Poco|Burro|1 Goccio|Liquore
Arance Al Liquore,4|Arance||Burro||Zucchero||Liquore All'arancia
Arance All'arancia,4|Arance|4 Cucchiai|Zucchero|1 Bicchierino|Liquore All'arancia
Arance All'aurum,6|Arance|250 G|Zucchero|1 Bicchierino|Aurum|1 Bicchiere|Vino Bianco Dolce
Arance Alla Cannella,4|Arance|60 G|Zucchero|3 Cucchiai|Cognac||Cannella In Polvere
Arance Alla Panna,4|Arance|3 Cucchiai|Brandy|3|Tuorli D'uovo|150 G|Zucchero|4 Fogli|Colla Di Pesce|300 G|Panna Montata|100 G|Amarene Sgocciolate
Arance Alle Fragole,4|Arance|350 G|Fragole|1 Bicchierino|Liquore Dolce|3 Cucchiai|Zucchero|1/2 Bicchiere|Vino Bianco Secco
Arance Alle Olive,4|Arance Dolci E Succose|150 G|Olive Nere Snocciolate|6|Filetti D'acciughe Sott'olio|1|Limone|1/2|Arancia (succo Filtrato)||Olio D'oliva||Sale||Pepe
Arance Allo Yogurth,3 Vasetti|Yogurth Bianco|4|Arance|2 Cucchiai|Zucchero A Velo|1 Cucchiaio|Mandorle Pelate
Arance Allo Yogurth (2),500 G|Yogurth Naturale|4|Arance Bionde|2 Cucchiai|Zucchero Di Canna Integrale||Nocciole Tostate|1|Limone
Arance Caramellate,4|Arance||Burro||Zucchero||Liquore All'arancia
Aringa Con Cipolle,8|Aringhe Affumicate In Filetti|100 Cl|Latte|8|Cipolle Rosse|2 Bicchieri|Aceto Di Vino||Succo Di Limone||Olio D'oliva||Sale||Pepe
Aringhe Al Pompelmo,8|Filetti Di Aringa Affumicata|1|Pompelmo|1/2|Limone|1/2 Cucchiaino|Senape Aromatica|1 Pizzico|Aneto Fresco Tritato|1|Finocchio|4 Cucchiai|Olio D'oliva|1 Pizzico|Sale|1 Pizzico|Pepe
Aringhe All'opera,500 G|Aringhe Pulite|1 Cucchiaino|Sale|25 Cl|Panna Da Cucina|1|Uovo||Farina Di Segale|2 Cucchiai|Margarina Fusa
Aringhe Alla Calabrese,4|Aringhe Salate|10 Cl|Olio D'oliva|1 Spicchio|Aglio|1|Peperoncino Piccante||Sale
Aringhe Alla Norvegese Con Insalata Di Patate,4|Filetti Di Aringhe Sott'aceto|4|Patate Medie Lessate E Sbucciate|4 Cucchiai|Maionese|1 Cucchiaio|Cipolla Tritata Finemente|1 Punta|Aglio
Aringhe Gratinate,4 Filetti|Aringhe Affumicate (filetti Dissalati Per 8 Ore Nel Latte)|1|Cipolla Piccola|80 G|Burro|200 G|Briciole Di Mollica Di Pane Di Segale||Pepe||Noce Moscata
Aringhe In Insalata,4|Filetti Di Aringhe Affumicate|5 Cucchiai|Olio D'oliva|3 Cucchiai|Succo Di Limone|1 Cucchiaino|Senape|300 G|Insalata Rucola|1 Pizzico|Sale|1 Pizzico|Pepe Macinato Fresco
Aringhe Marinate,4|Aringhe Salate|10 Cl|Olio D'oliva Extra-vergine|25 Cl|Vino Bianco Secco|25 Cl|Aceto Di Vino|3|Carote|2|Cipolle Grandi|2 Spicchi|Aglio||Semi Di Finocchio|1 Foglia|Alloro||Pepe Nero In Grani
Aringhe Marinate (2),6|Filetti Di Aringa Affumicata|1|Cipolla|1 Foglia|Alloro|5 Cucchiai|Olio D'oliva|2 Cucchiai|Aceto Di Vino|10 Grani|Pepe||Per Servire:||Pane Nero||Burro
Arista Alla Birra,800 G|Arista Di Maiale|2 Spicchi|Aglio|33 Cl|Birra|1 Manciata|Capperi||Olio D'oliva||Burro|4|Finocchi Piccoli||Cipolline
Arista Alla Maionese Verde,16 Fettine|Arista Già Cotta|1/2 Tazza|Maionese|1 Pugno|Spinaci Lessati||Limone||Sale||Pepe
Arista Di Maiale Al Forno,|Aglio||Salvia||Rosmarino||Alloro||Prezzemolo||Sale||Pepe||Arista Di Maiale||Vino Bianco
Arista Di Maiale Al Forno (2),1000 G|Arista Di Maiale|1 Rametto|Rosmarino|30 G|Burro|3 Cucchiai|Olio D'oliva Extra-vergine|1 Bicchiere|Vino Bianco Secco||Latte||Sale||Pepe
Arista Di Maiale Al Forno (3),800 G|Arista Di Maiale||Aglio||Sale||Paprica|Alcuni Rametti|Rosmarino
Arista Di Maiale Al Latte Con Radicchio Panato In Salsa Di Cipolle,250 G|Arista Di Maiale|50 Cl|Latte|1/2 Bicchierino|Brandy|1|Radicchio|1|Uovo|3|Cipolle|1 Spicchio|Aglio|2 Noci|Burro|2 Cucchiai|Aceto Di Vino||Pangrattato||Olio Di Semi||Olio D'oliva Extra-vergine||Zucchero||Sale||Pepe||Farina
Arista Di Maiale Al Vino Rosso,800 G|Arista Di Maiale|25 Cl|Vino Rosso|1 Spicchio|Aglio|1 Cucchiaio|Prezzemolo Tritato||Sale||Pepe
Arista Di Maiale All'asprone,300 G|Arista Di Maiale|200 G|Pancetta|2|Arance|2|Limoni|1|Pompelmo||Olio D'oliva Extra-vergine||Sale||Pepe
Arista Di Maiale Alla Guappino,1000 G|Arista Di Maiale|3 Spicchi|Aglio|3|Chiodi Di Garofano|1 Rametto|Rosmarino||Vino Bianco Secco||Sale||Pepe
Arista Di Maiale Alla Panna,800 G|Arista Di Maiale||Aglio||Chiodi Di Garofano||Rosmarino|1 Bicchiere|Olio D'oliva|25 Cl|Panna|1 Bicchiere|Liquore||Sale||Pepe
Arista Di Maiale Alla Reggiana,1200 G|Carré Di Maiale Con L'osso|1 Bicchiere|Olio D'oliva|1 Rametto|Rosmarino|2 Spicchi|Aglio|Alcune|Bacche Di Ginepro|1 Cucchiaio|Aceto Di Vino||Sale||Pepe In Grani||Latte
Arista Di Maiale Alle Mele,|Arista Di Maiale||Aglio||Rosmarino||Alloro||Cipolla A Fettine||Mele A Fettine||Sidro||Vino Bianco
Arista Di Maiale Alle Spezie,1 Cucchiaio|Senape In Grani|1/2 Testa|Aglio|5 Fette|Zenzero|1 Cucchiaio|Vino Bianco|1 Cucchiaino|Miele|1 Cucchiaio|Olio D'oliva||Arista Di Maiale|2 Cucchiai|Olio Di Semi||Sale|1 1/2 Bicchiere|Brodo|1/2 Bicchiere|Rum|50 G|Burro Molto Freddo A Pezzetti
Arista Piccante,1000 G|Arista Di Maiale|1|Peperoncino Piccante|2 Spicchi|Aglio|1 Cucchiaio|Aghi Di Rosmarino|4 Foglie|Salvia|1 Ciuffo|Prezzemolo|1 Ramo|Timo|1 Bicchiere|Vino Bianco|20 Cl|Brodo|4 Cucchiai|Olio D'oliva||Prezzemolo Tritato|1 Pizzico|Sale|1 Macinata|Pepe
